ra dec u g r i z
10.0102850821865 0.84402878768848 21.87116 19.42211 17.97323 16.77228 16.14508
9.89381811100486 0.85118126411328 23.52592 20.46079 19.03524 17.88847 17.31883
9.82025119517641 0.909223818010417 22.02002 19.73447 18.73021 18.35919 18.1952
9.98383275598485 1.14275027571833 20.15252 18.37103 17.54064 17.1735 16.89571
9.58806459844971 1.13144978182921 20.79835 19.18985 17.8479 17.34576 16.98246
9.7361012570085 1.02968858649183 23.07491 20.98907 19.61732 18.61408 18.05909
9.94096384360773 1.10418416240225 21.5891 20.97387 20.09198 19.80709 19.42576
9.62916539482202 0.65723022797405 20.48133 18.28382 17.3381 16.9992 16.80962
9.81178191861204 0.735573399731775 22.57734 20.1844 18.56034 18.00487 17.61596
9.92247283281836 0.977757668585876 20.43037 17.94709 16.51531 15.80404 15.42633
9.85060432440309 0.980080282426746 18.03505 16.88916 16.4953 16.35632 16.28692
9.64865285612419 0.775730492639494 23.36286 21.68464 20.20837 19.4024 18.98608
10.1075682976076 0.802012505810597 19.8534 17.91251 17.12191 16.82528 16.65733
9.89007058143557 0.865355031420486 21.67389 20.87739 20.65756 20.57004 20.82696
9.72772877694797 0.933680060081084 20.88052 19.35383 18.66366 18.39499 18.27317
9.85809343825684 1.19661120080405 19.97834 19.76204 19.78629 19.59684 19.62441
9.91540148604511 0.674738378941879 19.06069 17.09982 16.27286 15.95825 15.75411
9.5656615205063 0.689286610281169 20.74438 18.47178 17.4684 17.06027 16.82156
9.89567937386067 0.821235973823439 18.74629 16.43959 15.41447 14.99644 14.72302
9.79537845871334 0.849932775877306 18.20148 16.74578 16.21382 16.02522 15.96854
9.55569470161291 0.667314487150191 19.206 16.79913 15.8467 15.45743 15.23002
9.76632143090933 0.849515087045523 19.89051 17.83134 16.79898 16.363 15.99662
9.95929214806588 0.834029709134646 23.57779 20.7657 19.21839 18.60647 18.14766
9.83979238041985 0.800968914046155 22.19835 21.10601 20.48916 20.24906 19.81749
10.1494930726124 0.863407223620815 22.78538 20.0088 18.55131 17.68612 17.24345
9.59361524726296 0.995023834386897 22.60448 21.51316 21.21763 21.07567 21.22417
9.69012152609878 1.11812642521354 20.75042 18.78843 17.78098 17.35282 17.00066
9.67683649425328 1.03343291605901 25.14515 22.604 20.83307 19.96622 19.61158
9.85142233279097 0.660021028632528 22.83255 20.50317 19.03376 17.70937 16.98408
10.1380510783879 0.690609442648602 18.84247 16.2256 14.88752 14.26421 13.92049
9.68846742630132 0.978550455156868 22.51069 20.2035 18.87552 18.04747 17.58147
9.7485974907629 0.717715443069269 24.69126 20.47398 19.08293 18.52975 18.15945
10.0466962473423 0.905013012883123 21.48207 18.93608 17.49357 16.48776 15.95683
10.0573808804608 0.985026981565767 22.64104 23.09926 21.88406 20.83082 20.33111
9.98755893019961 0.984870441232996 19.75717 18.86452 18.44017 18.09961 18.06182
10.0287332193754 0.683144149817379 18.37657 17.01713 16.4597 16.11087 15.83937
9.94867519865386 0.81178241334064 22.38363 22.15165 21.43148 21.2681 20.78791
9.53055821201121 0.960512773176606 25.15221 23.86829 22.76156 21.17289 21.10483
9.96407588187969 0.799347875330566 23.08734 22.95995 21.09513 20.08965 19.64224
9.51193458588861 0.837176297344495 22.04369 19.79996 18.26248 17.53144 17.09011
9.61284178333028 0.621675969593646 21.16662 19.84295 19.30099 19.07299 18.9649
9.77222643587413 1.06178053421303 24.61254 22.26593 21.85174 21.73375 21.60734
10.0933137061 0.791290651273026 18.59197 17.44216 17.0192 16.84151 16.78436
9.88813975719154 0.618733097391316 20.08433 18.90711 18.13505 17.75163 17.49835
10.0415469152664 0.635646287196313 21.12684 20.48577 20.40924 20.52309 20.63222
9.60200800626149 0.933219818597999 19.89906 17.36843 15.9483 14.91206 14.351
9.61017040498058 0.573414474227544 20.69133 18.23311 16.87697 15.65028 14.97191
9.71623109334075 0.654204508795265 18.98329 17.63037 17.25989 17.11676 17.07525
9.81770953730745 0.750011140386136 23.18742 22.67029 21.14656 19.83745 19.28542
9.55967213756821 1.14197217958424 17.32644 15.83485 15.29333 15.11457 15.06088
10.0124260009314 0.779044315185646 24.20744 21.25529 19.48103 18.85455 18.35728
9.91630593645601 0.788641673375816 17.86406 15.94126 15.23066 15.00526 14.88141
9.63652226270287 0.632028562431278 22.60336 19.93724 18.48786 17.70751 17.27942
9.86304649124691 0.864677063005543 22.75267 21.72261 21.09653 20.81272 20.53462
9.88854978354064 1.04943099695259 23.6359 22.21351 20.404 19.58151 19.11922
9.79760120326148 0.991223572166974 22.50263 19.98935 18.57597 17.77243 17.3202
9.52316610762205 0.637961945884392 20.97205 18.40234 16.97945 16.21609 15.78872
9.96997316245051 0.953720454555848 23.14202 20.07574 18.6963 17.49744 16.86919
9.7591863236068 0.591219839395428 19.70035 18.79793 18.46268 18.35353 18.28329
9.72415081249426 1.01695285506022 19.52426 18.08941 17.58831 17.41328 17.35364
9.8565152048609 1.01895209247477 23.45845 22.12858 21.8245 21.38662 21.87999
9.92615424731639 0.753843617549587 23.23436 20.97135 19.71022 19.15535 21.25606
9.73001716064834 0.991258984910189 21.42474 21.11667 21.3125 21.09851 21.7584
10.0921903756645 0.566524539766358 22.36587 19.7978 18.52012 17.93092 17.61227
9.82541006394581 0.621143336992548 22.44113 21.15805 19.35389 18.70236 18.30992
10.1173795135306 0.878366406670029 20.28152 18.21438 17.17787 16.71158 16.3426
9.85589629245629 1.20187792105537 23.59598 23.50905 21.19101 19.99486 19.52155
9.58756405334776 0.792886404553474 19.94653 19.00407 18.76116 18.6655 18.58811
9.85066955996575 0.902047711517159 20.39331 20.17107 18.68612 17.99857 17.90018
9.55662739154923 0.958844567602418 25.02833 22.2438 20.88737 20.56154 20.31492
9.97515880449819 0.820496821616146 21.21579 18.63653 17.17302 16.27797 15.76844
10.0792309529334 1.05410629589791 19.81517 19.08134 18.97781 18.64841 18.73607
9.59895393367066 0.980097911168927 20.84964 20.43162 20.38175 20.39386 20.06444
9.51776045390079 0.974989837249564 21.27112 18.65886 17.18818 16.19389 15.64493
9.77189391858849 1.08851777518243 22.14587 19.4354 18.12911 17.57661 17.28166
10.0130520270677 0.693041491546933 23.67532 20.35169 19.01451 17.89762 17.26126
9.86737236249735 1.12039478583462 20.42296 19.40208 19.07714 18.93323 18.95979
9.80888941178335 0.638243559856209 25.01858 22.47075 20.94814 19.8678 19.38565
9.59653528175625 0.608560686562434 20.47652 18.49148 17.73312 17.45474 17.27174
9.61439836674072 1.16740559192825 21.30618 20.84521 20.73396 20.52458 20.12997
9.55911283741426 0.745882899171347 20.74507 18.18942 16.71176 15.90663 15.465
9.95679445472388 0.660645102360656 22.86632 21.49712 20.25991 19.06707 18.47292
9.74886357106215 1.06988761259907 21.55152 18.88973 17.49213 16.78728 16.42466
9.8876415457982 0.774708570006505 20.9366 18.50594 17.23414 16.71156 16.37333
9.50474614542827 0.932782369850023 21.69429 19.03634 17.52595 16.45125 15.85867
10.1488025239834 0.587373872299668 22.55249 23.22467 20.78192 19.38414 18.72086
9.65501694771012 0.772947128345815 22.20594 19.97034 18.60501 17.89832 17.449
9.70269473705633 0.659610337175136 20.72307 18.18701 16.79027 16.05937 15.65893
9.99949344709694 1.06522715780054 17.12903 15.40756 14.52847 14.12673 13.81376
9.93131239435047 0.764724829407454 22.72707 21.0012 19.26326 18.58705 18.14396
9.67291092225588 1.07907779762338 18.89588 17.71812 17.26087 17.09088 17.04068
9.74672226569425 1.16466927776791 21.2737 19.10196 18.04564 17.64121 17.35789
9.61567870414029 0.620663751497994 20.77323 19.70869 19.24989 19.06671 18.91044
9.80027726959162 0.684485299513776 20.82606 20.35066 19.57205 19.41604 18.90942
10.1253638404746 0.754833233823648 22.68484 20.49712 19.10488 18.22853 17.7556
9.79410199680672 0.989872390518699 23.91642 20.3366 19.33865 18.90458 18.75054
9.70612154678383 0.688411024451294 20.89544 19.90239 18.90921 18.52 18.22584
9.60693241180681 0.820835719724394 18.9461 17.63959 16.96793 16.63206 16.36099
9.52567703315304 0.982020599176129 21.01319 20.1459 19.79949 19.60098 19.60551
9.57823825404637 1.15653879177389 23.26958 21.6843 19.8012 19.09639 18.83379
9.5400842630786 0.959015282818602 23.71252 20.92667 19.46115 17.82096 16.84034
9.92450427105439 0.964749124336573 20.88256 18.17668 16.76078 15.76515 15.27181
9.60789535990136 0.911310384508521 21.776 21.23263 20.27016 19.58489 19.10242
9.69754534774199 0.710718609691068 22.83613 21.87883 20.23425 18.14439 16.99928
9.84732897432161 1.02026842251585 22.50544 19.57254 18.06653 17.18958 16.70482
9.80272597269294 1.15585573898194 19.7781 18.73274 18.31672 18.1415 18.0932
9.90274476854802 0.79465229945882 25.6555 21.93193 20.24833 19.33409 18.98413
9.73665479695035 1.11412995076473 20.17585 19.0963 18.02805 16.77022 16.47737
9.86920962173241 1.14732159806921 18.13375 17.27662 17.00069 16.89386 16.86049
10.0662646818325 0.598270222384046 22.17118 19.87417 18.67108 18.19714 17.84225
9.87940757135686 1.02369100535726 20.53986 18.92712 17.76452 17.27648 16.98001
9.78620127164697 1.11900509245295 23.46097 21.89873 20.29509 19.32444 18.93523
9.77091017393889 0.903645646777978 19.97829 18.05557 17.23994 16.96108 16.82166
9.86428684221985 0.720839316474077 23.21591 21.24569 19.714 18.26038 17.42197
10.0617862284433 1.11339898655298 22.94721 21.66367 21.53761 21.27142 21.53155
9.56467577020163 0.93246313975647 23.31387 20.96314 19.13356 18.51905 18.13793
9.97504216977114 0.960430045876045 21.28428 20.61334 20.3812 19.86782 19.56771
10.1004964145193 1.15670540630492 19.78354 18.67196 18.17987 17.84622 17.62132
9.50881763495761 0.952659491849489 23.13924 22.04593 20.7914 19.95561 19.55071
10.0459048079142 0.586799974197157 20.66538 18.04329 16.72732 16.17437 15.88492
9.75102448450326 0.700323842339846 18.60176 17.68005 17.4341 17.36646 17.3414
9.7636399325163 0.983954969101775 21.04714 20.43118 19.68517 19.39405 19.06468
10.0041615064268 0.558540298400232 20.83011 19.98622 19.58239 19.15342 19.05022
9.75268946275477 0.660692450652937 18.62469 17.82713 17.54518 17.42911 17.37637
9.80530181425132 0.781576648105589 20.31039 19.3726 18.89099 18.73959 18.67351
9.63248301755038 0.918027763859428 23.53016 20.86593 19.51811 18.36071 17.72398
9.99598169426133 0.680068168550448 20.09051 17.37224 16.16052 15.6771 15.38201
9.49699019784879 0.864685000107542 23.34742 21.70912 20.21039 19.30932 18.88323
10.1351943348967 0.775426220383669 21.25003 19.12413 17.80861 17.2775 16.92555
9.77978069583017 0.758485718368096 19.622 18.26043 17.7384 17.55423 17.46832
9.68380160659137 0.812551269438529 22.97464 20.39028 19.08745 17.71239 17.00978
9.85015240670873 1.00941389555217 22.78585 19.94157 18.5762 17.66245 17.15086
10.0569019886674 0.63242532165345 18.24431 16.94374 16.31555 16.00506 15.72408
9.68737597953077 0.98547982489929 26.1147 22.41282 20.77445 19.7608 19.23767
9.82344685948823 0.763393077616931 22.12798 19.49501 18.11695 16.80446 16.11914
9.83106891239697 0.625042572636165 22.88263 22.44547 20.89622 19.80238 19.31141
9.69389626361425 1.11425661785233 26.13258 20.62445 20.57549 20.36337 19.69291
9.92082375133273 0.632773876669882 22.61221 21.46895 20.50107 19.77267 19.45897
9.99996926399649 0.950884742723864 20.63882 18.43511 17.29717 16.79992 16.53913
9.95161705796488 0.586063019391755 19.89042 17.39911 15.99498 15.32247 14.9435
9.94905597207128 0.984619271361757 21.90576 19.45918 18.18655 17.6101 17.28573
10.0081453728795 0.659341875894654 21.03114 18.45315 17.36846 16.94948 16.69418
9.8661903493969 0.965212022467982 21.88053 19.5338 18.18088 17.44076 17.04005
9.67664835654773 0.598615513760654 18.05232 16.74676 16.17289 15.93607 15.74776
9.9569652059244 1.11912570499829 22.92713 21.15847 20.90061 20.87566 20.74384
9.91318165432614 1.10494984067292 20.4621 19.2663 18.53547 18.20924 17.90956
10.0089644111812 1.0507495264808 20.6824 18.97331 18.15154 17.79204 17.56051
9.64511620411713 0.600920300971034 21.36889 20.88208 20.35207 20.23214 20.00137
9.59312353375378 1.09934423769168 25.57377 20.50193 18.78012 18.13554 17.80373
9.67030199076905 0.792576985087682 21.52596 21.74169 20.19286 19.09193 18.66948
9.58165174856646 0.869561512040436 20.21477 17.76258 16.32715 15.26971 14.68992
9.61924345433039 0.59027737172738 23.64449 21.42647 19.93978 18.53708 17.79652
10.0560787794489 0.591223422881044 22.61351 21.9652 22.08774 21.68518 21.89725
9.71431789912532 1.0495352147892 21.59975 19.42837 18.43017 18.10993 17.93316
10.0604666508294 1.05649271790195 24.3041 23.59574 23.9478 22.22488 22.15269
9.74889581798675 0.749735070780844 20.65567 19.32867 18.79147 18.61586 18.48495
10.0962896435139 0.758461528502177 20.79363 20.07044 19.57968 19.47147 19.164
10.1017089116037 0.784214164188585 19.76301 18.77942 18.35569 18.06284 17.86161
9.6139885157761 1.05971076487124 17.27045 16.16969 15.93374 15.85983 15.90194
9.78726994529359 0.917821207885607 21.11816 19.20647 18.46628 18.18555 18.06549
9.90021904649723 1.09165965086973 18.30489 16.97573 16.54675 16.43402 16.38852
10.1016316025009 0.751171149805259 25.21104 22.36972 21.04506 21.05252 21.63979
10.0614782146885 0.710481133784631 19.96301 17.32596 16.08396 15.58612 15.30809
9.77700735178848 1.19555473819883 21.71777 19.1517 17.71802 16.76694 16.27683
10.0298203019528 0.785404226479127 20.92414 19.98831 19.62115 19.47091 19.39593
9.48888650786188 1.06993015820522 20.24263 19.56245 19.23878 18.90491 18.89328
10.0806646606497 0.974477193998979 19.97326 18.43993 17.68942 17.32953 17.07095
9.48301378408814 1.01446279778812 23.51845 22.13895 20.82912 19.92155 19.47135
9.9747299787339 0.705832714157924 23.44298 22.87362 21.38739 20.01842 19.35419
9.60374489783783 1.06822322607384 23.00654 20.09152 18.67024 17.05584 16.22493
9.63570213571265 0.807480072454985 24.02847 23.61358 20.87376 19.91985 19.38358
9.57887627822271 1.05740990991796 20.13486 19.23588 18.87278 18.72116 18.6981
9.78788692287606 1.14240365152635 21.8685 19.63471 18.13413 16.41961 15.50448
10.1036673500228 1.10090613083368 21.74252 20.84062 20.00326 19.29495 19.05942
9.67115678061884 0.613274164986826 20.35477 19.10283 18.89508 18.71552 18.98274
9.56968904560642 0.616521511684871 23.39119 22.16785 20.91719 20.09686 19.79226
9.80353002200013 1.06645209494835 21.31779 18.85587 17.58752 17.06736 16.79495
9.56194739636325 0.699360928576032 20.78605 18.29236 16.88573 15.93546 15.42662
10.0862742208469 0.880830942090114 18.45675 16.48936 15.45196 15.00828 14.62347
9.55732214233603 1.0173379582272 20.71528 19.32798 18.80236 18.68491 18.64129
9.59245079958791 0.740445164771307 22.8875 19.91728 18.45901 17.03892 16.2765
10.0104563059887 0.646277077884764 22.73104 20.06693 18.6058 17.60637 17.04208
10.1399018881062 0.797036662606013 22.8405 20.81193 19.22633 17.78909 17.02506
9.48404442918999 0.668844321347565 21.08944 18.71639 17.1889 15.90083 15.19136
9.52448263432481 0.741263029157449 25.09469 21.4319 19.96787 18.79397 18.17939
9.69413671003036 1.21912795484643 25.56868 22.54271 21.55841 20.23729 19.18524
9.87176425009693 1.06285056163394 19.62746 19.04416 24.42262 19.53672 23.24141
9.5512935815689 0.833474022157586 23.16162 21.07606 19.38248 18.79995 18.43143
9.53429004738035 0.974599195922865 22.03612 19.50866 18.0123 16.68435 15.9594
9.62708837296873 1.02442790814337 22.30453 21.5266 20.15117 19.30962 18.94632
9.55290514148646 1.16339315307798 22.89623 20.08588 18.77433 18.13461 17.78801
9.60453148406145 0.803774492744624 24.78174 21.26036 19.64184 18.85885 18.35156
9.92730025176604 0.761624194115551 24.51366 20.95109 18.9178 18.17598 17.75013
10.0728202553764 0.847270450354083 20.18226 17.67273 16.48179 16.01252 15.80064
9.7193220210728 0.812773068894801 25.30237 21.50334 20.16587 18.89614 18.16363
10.0056751275923 0.968537395267248 25.27078 21.57926 20.00039 18.3019 17.33876
10.1036057767823 0.933972436431095 23.35365 21.22857 19.89753 18.78283 18.16054
9.51062437451549 1.10211446778848 24.21948 20.70186 19.24654 18.7261 18.28577
10.0019218946615 0.956962982943519 22.37455 19.52239 18.17199 17.4163 16.99952
9.7996339020475 0.863969479113922 30.62509 16.5584 15.60921 15.3092 15.61063
9.56058749124111 1.1731228878441 23.46233 20.88044 19.99505 19.65412 19.31815
9.84602259360668 0.59296072236975 19.51476 19.03916 19.12884 19.19217 19.13598
9.91235027087851 0.642436045791648 19.95211 18.09126 16.98117 16.53049 16.18141
9.50710224503473 0.875716650832061 19.64898 18.35411 17.46678 16.94027 16.62145
9.5231866624365 0.982256986245117 18.36325 16.85666 16.31359 16.13642 16.03014
9.9211255969592 0.907689191915357 20.51335 20.49762 20.71422 20.88364 21.32499
9.98153607203523 0.701449514097304 22.45918 19.97585 18.55217 17.48116 16.88852
10.1358136594641 1.17971662702872 22.0878 20.16755 18.4838 17.89294 17.54132
9.51214435264558 0.969206919642523 23.57177 20.82099 19.30559 18.19821 17.58724
9.60205183437472 0.582456599510305 19.41172 18.12499 17.43086 17.02725 16.72001
9.55015226536602 0.766470594472043 23.19411 21.01807 19.23238 18.65338 18.25858
9.65152327224632 0.976530360465094 25.22521 21.13726 19.2649 18.64151 18.21979
9.8884134966321 0.597476552779867 17.78708 15.81269 14.85616 14.408 14.08334
9.95111586639896 0.757818700759694 18.30733 17.24846 16.90181 16.76089 16.70437
10.0136709646248 0.714933981034908 19.08673 17.79869 17.33057 17.14664 17.0525
9.7117604759365 0.871862223936028 21.49258 19.27696 17.84377 16.68124 16.03193
9.93053479742173 0.960695860501378 19.22015 17.83964 17.20553 16.88044 16.69953
9.75984860561783 0.754122298835401 20.51492 18.989 18.37555 18.18377 18.05039
9.79306364831078 0.699246946737248 21.92314 19.28936 17.8182 16.67882 16.05911
9.57328735042057 0.674271421753167 18.81242 17.68949 17.34024 17.20631 17.17152
9.97847333590835 0.925403110811342 21.07204 18.39069 17.02777 16.36045 16.00114
9.49882162529616 0.975744323296652 22.40235 19.78322 18.36786 17.107 16.42547
10.1139326438099 0.796522762213011 26.20274 22.75072 20.978 19.91903 19.29712
10.0654707304745 0.595214037496624 19.12839 18.21292 17.97815 17.8926 17.84688
9.69405442184612 0.771296842056193 22.32816 20.04409 18.67332 18.08092 17.69481
9.98289589127756 0.828173626511782 17.57893 16.40843 16.00259 15.86597 15.81419
9.49921020646045 0.710007517807579 18.72338 17.7432 17.25423 17.05532 16.92307
9.82059890066091 1.02348759639101 22.27419 21.09407 19.90744 19.63394 19.27337
9.89587301825242 1.02968431278934 22.06219 21.71759 21.74646 21.77805 21.34954
9.57925444311292 0.680067089860802 21.86834 19.2341 17.8207 16.56045 15.89877
9.54982967595362 1.14701231331185 26.40919 22.32644 21.15383 19.84215 19.23857
9.58587159731138 1.1577136078221 21.81717 21.50473 19.97277 19.1538 18.75424
10.0632101262231 0.55492165319957 20.48949 19.39807 18.9893 18.84035 18.79181
9.9066417632792 0.852803752892167 22.32792 20.83188 19.53586 18.88011 18.61344
9.76435084006675 0.859349709544963 24.27089 21.29286 19.84685 18.4364 17.70629
9.58793914490036 1.00008217949233 21.86616 19.09438 17.64311 16.61356 16.02437
9.88488148449159 0.96057493975369 20.20841 18.56565 17.96317 17.71145 17.68187
9.59068271141825 0.748294179868958 26.36702 22.8407 20.64747 19.65062 19.18751
9.55811613892223 1.11317539766723 22.58565 20.87696 19.26859 18.64981 18.29015
9.75087340697203 0.810632224870659 22.18956 19.86638 18.43718 16.92356 16.07523
9.6780519088494 0.978063097872498 19.81864 18.18172 17.2784 16.83456 16.49058
9.93156559366423 1.00385774233722 18.65366 17.27904 16.75657 16.52944 16.45378
9.74488514963321 0.957533555586386 20.10559 18.55691 17.55533 17.08976 16.72915
10.0597097494624 0.599241242479329 20.1499 17.54586 16.18859 15.58011 15.25463
9.94116503140037 0.981943673760242 21.17868 20.24485 19.99945 19.92481 19.87686
9.73968260725013 1.14307141098765 21.9642 19.58217 18.35676 17.84274 17.53653
9.95022988314179 0.617095413949415 20.29371 19.35479 18.95812 18.74673 18.62384
9.87442390961087 0.640525382932243 23.30704 23.13436 22.51761 23.23404 23.37733
9.87540542077363 0.648706105637629 19.8494 18.60531 18.10968 17.88883 17.75236
10.007054486591 1.05699938675995 20.27184 19.37935 19.09487 18.98223 19.10356
10.019511054853 0.747784718533313 22.4593 20.61378 18.84155 18.20205 17.73022
9.75692004310315 0.898253058928313 19.54814 18.16797 17.59549 17.38357 17.28262
9.73835560625167 1.09568096123168 19.90558 18.85303 18.33886 18.06383 18.02062
9.75958199158791 0.724029752248712 22.47549 19.47867 18.00592 16.9963 16.42534
9.78773262652365 0.656370468968174 19.63787 18.01612 17.34528 17.08602 16.92373
9.72007658045743 1.15754951087217 23.40034 20.70584 18.91035 18.22881 17.76745
9.86692726078053 0.776279935309365 21.08551 18.8254 17.57286 17.10597 16.81441
9.76526481001764 1.1102571517092 23.09123 20.37697 19.165 18.58535 18.29473
9.6998934187103 0.582658775373298 17.59982 17.07526 16.58668 16.09931 15.92875
10.1392589884418 0.670146700981361 25.80394 21.31805 19.59515 18.73705 18.21251
9.51149604863727 0.771680074130234 20.01829 19.19102 18.89867 18.61751 18.42655
9.54868590093872 1.04740085767068 22.83111 21.62041 20.09037 19.09661 18.62019
9.75695980837673 0.993395229544349 22.25984 19.67206 18.34585 17.73703 17.31846
9.87672335169225 0.920157314373065 20.71197 18.24714 16.89939 16.05724 15.62351
9.75168715986592 1.12390227002058 20.14907 19.90939 19.74572 19.36203 19.29648
9.89512804609012 0.859958671174391 15.02831 13.38069 12.76942 12.42095 12.30913
9.64338267470484 0.642405243640954 23.30049 20.94062 19.59001 18.21385 17.48649
9.9366169495986 0.979944097567681 21.0788 18.39817 17.19024 16.71527 16.48212
9.70735084674206 0.773349523523013 20.97725 18.68464 17.82582 17.37875 17.02906
9.7538601367786 1.01114896571516 19.24502 18.23751 17.9239 17.72869 17.81745
9.75781737377514 0.819171379804022 23.0608 22.10434 20.53093 18.91471 18.02503
10.1362143644379 1.06773373337714 18.39153 16.911 16.38549 16.20669 16.14243
9.99376326496531 1.15787464593837 22.44339 21.76797 21.33428 21.28237 20.67018
9.80059806949583 1.04477256228552 20.76167 18.7254 17.46034 16.95466 16.62141
10.0775826926528 0.790111121713136 21.1526 18.76588 17.46316 16.96797 16.7365
9.5372991403467 0.855434442111141 22.19871 20.77746 19.05693 18.45311 18.09742
9.76062803576519 0.805941297471518 18.8795 18.79292 18.89679 19.11117 19.18862
10.1489640575468 0.970950543678269 23.07818 20.74787 19.41378 18.7055 18.30327
9.66622200559812 1.07901206749746 20.29899 18.27333 17.22466 16.78889 16.42729
9.80588680001205 0.864161901337002 14.97497 13.26803 12.38739 11.94978 11.61349
10.0954530582279 0.660160203986223 20.11312 18.91137 18.48735 18.32237 18.23942
9.611701654787 1.06366800495567 21.49757 20.4999 18.99577 18.40344 18.11001
9.61437355049759 0.897181547463808 21.41659 20.9324 21.2411 21.53889 21.54108
10.1209981509438 1.19877220253824 23.02602 19.89969 25.02454 17.70483 18.4354
9.89984496567115 0.753386830037918 22.87294 21.4479 19.89276 19.25009 18.83402
9.72619194489386 1.0649273505626 21.92361 19.37059 17.98218 16.65185 15.96746
9.53070736975656 1.01759924628638 22.49652 20.75053 19.29179 17.94041 17.18843
9.61723393634298 1.05647433943048 25.68099 20.93544 19.05508 18.40435 18.12644
9.81396735401415 1.07380007726561 22.43709 21.84598 21.53329 21.67117 22.50917
9.81363185962039 0.81751274242908 23.4804 20.92481 19.21911 18.53078 18.20571
9.99895116433896 0.949177632325233 22.00812 19.631 18.49581 18.00203 17.71298
10.1084626741873 0.828869134198047 18.67461 17.67574 17.30097 17.13455 17.07454
9.84618617408552 0.707298666577388 19.5602 18.31623 17.84324 17.69104 17.58695
9.93997417390938 0.709435639024709 23.7473 22.4137 21.83199 22.05557 21.5575
10.0717745274184 0.755699273120539 21.97598 20.19334 18.47858 17.81723 17.49809
9.99582645558064 0.567665402746403 22.50576 21.14281 19.75196 18.77701 18.37259
9.86718255560129 0.911094278097612 22.34568 22.67627 20.85598 19.7764 18.83198
9.94351861278039 0.614367555012854 24.02967 21.32561 19.98271 18.88848 18.29618
10.1483527164502 0.74214967340737 22.88636 21.9266 21.77138 21.84416 22.15139
9.53858716346704 0.631670694343947 19.76591 18.65619 18.0855 17.72936 17.54497
10.1244956513185 0.867924517978044 23.72234 22.33362 20.78119 19.81986 19.4032
10.0059237262228 0.985761509564275 19.98625 19.41093 19.20429 19.12255 19.14289
10.1308684538907 0.9851240792331 22.95692 20.27597 18.62926 18.01476 17.6517
9.60561941664457 0.709076027144821 20.8931 18.27534 16.76384 15.54881 14.89643
9.65258731462762 1.09757589825656 23.4533 22.6315 21.01553 19.8696 19.32825
9.66793271677861 0.67502755929444 23.60243 19.73982 19.14498 18.02884 17.60321
9.69056643956463 0.755271234493816 24.30382 22.66067 20.67388 19.70043 19.22875
9.93734407052582 0.733248370660318 22.92661 21.38596 19.69901 19.04736 18.68291
9.88163324770744 1.21095808460768 21.85157 21.97341 20.80382 19.77091 19.3157
9.78323245317267 0.58872545030689 22.71297 20.44609 18.99676 18.25574 17.80829
9.55935532334334 0.655171926688671 21.42954 19.68737 18.92192 18.62492 18.48088
9.61868203998975 0.812559816797897 23.85267 20.65459 19.29605 18.36659 17.89475
9.80213688998595 1.08929761077681 20.12744 17.73059 16.32497 15.22384 14.62589
10.1283614926455 1.20359549089133 18.64421 17.39691 16.9446 16.6973 16.56102
9.6206405257098 0.709606990658563 21.00186 19.17212 17.83726 17.24906 16.82947
10.099616815731 0.659559702798936 23.06026 21.21526 19.3888 18.73772 18.37714
9.65648129397982 1.09375643707902 22.60601 22.00552 20.29552 19.34742 18.87125
9.96058093458151 1.09853737390942 22.89383 20.9242 19.49711 18.89541 18.552
9.95686024194856 1.15178091858576 20.16545 18.69412 17.93435 17.59423 17.33377
9.68768917658568 0.664228112313954 19.18932 17.46933 16.80879 16.5724 16.45928
9.79379251685879 0.768713298740806 21.44082 19.19208 17.88131 17.34055 17.03021
9.6626961703106 0.56592511964009 23.08133 22.06585 20.54683 19.52442 18.94734
9.90152283320361 1.00761862394281 22.75707 23.24259 21.89458 20.36575 19.85469
9.91404351936967 1.1076780543059 23.92225 23.18244 21.38177 20.19574 19.56131
9.53278819228117 0.823201549517932 23.33454 22.15833 20.53308 19.57925 19.03377
9.58233331995984 1.07004457673704 18.26194 16.22168 15.40973 15.09875 14.94776
9.73062996832846 0.992435476964613 19.03679 17.97738 17.63908 17.46074 17.4262
10.0097542773906 0.644146262773953 20.17587 17.66205 16.33135 15.76083 15.40349
9.50735305741648 1.17351866169524 19.60916 18.42937 17.98589 17.85103 17.77229
9.65118638545798 0.663017574762694 19.88881 18.99818 18.66995 18.53692 18.48138
9.7384768528504 1.16983663344408 22.3898 21.17222 19.34604 18.69619 18.24771
9.77999272957697 0.775268660532486 19.3626 18.36514 17.95737 17.81205 17.7585
9.49890567670121 0.83151599403534 19.31409 18.39483 17.78778 17.44552 17.23141
9.62812030165452 1.05296257304921 20.58356 20.34938 19.36616 18.96431 18.9191
10.077706134844 0.725711707331986 21.85462 19.2463 17.72232 16.2729 15.52162
9.61845176867246 0.776472922247628 20.25867 18.93285 18.30062 17.99152 17.80828
10.0343722622137 0.644249788265936 23.53856 20.87338 19.44519 17.96393 17.12153
