ra dec u g r i z
9.959644260327 0.666522723807053 17.10305 15.96623 15.54014 15.39452 15.28601
9.66342407537587 0.769467515011944 21.99986 19.64039 18.33492 17.67101 17.26325
9.83562559114338 0.661893479363621 22.2689 21.29543 20.36824 19.6917 19.44271
9.75049627076839 0.91421969244549 18.36003 16.91533 16.34674 16.10588 15.99673
10.0475230248204 0.694276261397473 22.67924 20.1038 18.67891 17.47038 16.81586
10.1299578407743 0.705352989047408 16.34629 15.35338 15.04062 14.90118 14.85626
9.76746394741161 0.707976800882909 20.03353 18.75171 18.26362 17.94866 17.80194
9.98078987848945 0.791165274208402 23.53409 20.90934 19.48643 18.86041 18.49269
9.69993862108532 0.750257199159654 21.30631 19.3978 18.5425 18.17457 17.92178
9.83155187044133 1.12125275563919 22.25772 19.93235 18.57057 17.52486 16.9482
10.0948597327836 0.591993842462706 21.03133 18.61118 17.4553 17.00599 16.74012
9.53853316560713 0.560793644841925 19.72232 17.28487 16.17809 15.72069 15.43097
9.74546663608567 0.804785370777885 23.39686 22.80936 21.17849 20.08969 19.7595
10.104906026967 0.642130022292064 19.07324 17.61509 17.07801 16.89099 16.77515
9.63707754083896 0.601805935997649 20.73282 18.24812 17.03197 16.50267 16.18806
10.1479803588988 0.574160771289044 17.91764 16.90715 16.59961 16.47519 16.45272
9.81781028511108 0.742895587519807 22.7748 21.62798 21.1992 21.09117 20.91053
9.96317920917966 1.18823097905529 22.48593 21.45542 21.05051 20.77081 20.67429
9.73759525920181 0.814086786025975 17.11996 16.06914 15.72709 15.60706 15.56556
9.53389420088666 0.927358518603244 22.55719 21.87054 20.8143 20.01227 19.57064
10.138446888042 0.608841753475628 22.92107 20.51925 19.08544 17.65037 16.87844
9.48670915066737 0.571826270065982 21.13963 18.75032 17.70842 17.32286 17.07478
9.65991818683037 0.735836838638584 22.68961 24.66844 21.06035 19.67671 19.17544
10.0909319948931 0.621740253337597 19.87839 18.73188 18.2389 18.05621 17.97501
9.77082730399684 1.17219905080561 22.03141 19.77689 18.53521 17.97664 17.70474
9.81442304083373 1.12398559997475 22.10157 20.08309 18.75 17.37377 16.63895
9.89699525502999 0.985577903888992 22.64024 19.87019 18.56502 17.96315 17.64138
9.68291594015579 1.05318297868696 20.19621 18.39379 17.52131 17.13189 16.83624
9.9453202615432 0.581363001564327 19.79449 19.60916 19.49444 19.39938 19.34176
9.71430405267012 1.07302967474431 24.06485 22.04678 21.45959 21.32908 21.23573
9.69587283976688 0.637716649733475 22.60126 22.52741 20.93961 20.00571 19.56663
9.71371316100476 0.953646996840857 18.31351 17.52396 16.64729 16.45994 16.39429
9.80728335644352 0.862115715605107 22.35194 20.88359 21.22289 22.14184 22.8269
9.63699942748792 1.16412271029449 19.59844 18.62729 18.26155 18.13407 18.11104
9.92479824851409 0.566285594712403 23.67977 21.90564 20.31647 18.87122 18.08198
9.62521443673114 1.08199208354917 21.98648 19.71241 18.49876 18.00599 17.74058
9.91764046468725 0.711552752248601 20.08809 19.85478 19.94633 19.71349 19.79151
9.84476622748852 0.836230709394335 19.29329 16.74151 15.34856 14.74847 14.37129
9.50238642276861 1.12001727903967 20.23232 18.87323 18.43297 18.10683 18.06289
10.1015359338226 1.01467004096746 21.80977 21.0139 20.80942 20.75383 20.78665
10.1284323121354 1.11643221975219 24.42366 22.37399 20.57065 19.64641 19.2118
9.59987908472903 0.781110945626671 22.10613 21.31391 20.1592 19.6998 19.14752
9.72662154362251 1.12350025937992 21.56053 19.1502 17.95281 17.40823 17.08101
9.97755039609842 1.1021138240501 22.16015 19.72808 18.3467 17.13726 16.50153
9.81266610469072 0.61589222684601 20.18091 17.66156 16.35323 15.82106 15.51952
10.0778276845114 0.923865889314851 19.62131 19.39521 19.23271 19.05938 18.78469
9.80789330984169 1.02634938339556 21.0397 18.50013 17.20935 16.81162 16.52788
10.0116051067164 0.585160595916415 23.11918 21.66634 21.47526 21.58094 21.29355
9.48407695277552 1.19045532333533 23.89431 22.32235 21.00772 19.96612 19.64056
9.74308455121252 1.1310645615145 18.19247 16.6554 16.12527 15.9413 15.8765
10.1225235574215 0.744500717363044 21.92141 19.38241 18.08042 17.44785 17.10197
9.81005239087176 1.05769188104289 22.89613 20.82518 19.34138 17.88569 17.11873
10.0554924876028 1.0928566779961 22.96082 21.08428 19.4083 18.6909 18.1766
9.7048308977312 0.839292381562266 19.94402 18.00044 17.01501 16.62456 16.27723
9.86140974942239 0.745947849759569 23.03025 21.51104 20.29889 19.79191 19.48511
9.71988610199708 1.09339889511212 19.13678 16.67797 15.64433 15.2858 15.09139
9.7808850389489 0.929585253188108 22.33564 19.76282 18.30911 17.53257 17.11121
10.1166796840915 0.656621767486438 21.52738 19.06988 17.49594 16.23254 15.54194
9.60288766019869 0.571771747565406 22.28674 20.34966 19.47641 19.10662 18.92226
9.6669743387645 0.771502968754147 23.15901 22.40872 21.07723 20.15376 19.48679
9.84107009135107 0.60430694091042 22.04487 21.23563 20.19457 19.43888 18.99023
10.0537782270852 0.879598748070198 23.96347 21.75821 20.311 18.8932 18.16824
9.84605283754524 0.792218882210521 22.8609 20.35546 18.75564 18.09326 17.67117
9.53801098174989 1.15294875692014 20.72992 18.30488 16.9949 16.35471 15.97691
10.1394307585864 0.819016780162646 20.48433 18.44921 17.17964 16.70726 16.33822
9.75519289799911 0.987605493682568 24.19608 21.61754 20.16482 18.7661 17.94951
